Appl_No,Appl_Type,Ingredient,Dosage,Form,Route,Trade_Name,Applicant,Strength,Product_No,Patent_No,Patent_Expire_Date_Text,Drug_Substance_Flag,Drug_Product_Flag,Patent_Use_Code,Submission_Date
201699,N,FIDAXOMICIN,,,ORAL,DIFICID,CUBIST PHARMS LLC,200MG,1,7906489,2027-03-04,,,U-319,2011-08-29
201917,N,TELAPREVIR,,,ORAL,INCIVEK,VERTEX PHARMS,375MG,1,8431615,2028-05-30,,,U-1398,2013-05-29
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,1,8268804,2025-06-24,,,U-124,2013-04-17
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,3,7541347,2027-04-02,,,U-917,
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,3,7919483,2027-03-07,,,U-124,
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,5,7541347,2027-04-02,,,U-917,
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,5,7790705,2025-06-24,,,U-124,
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,5,7919483,2027-03-07,,,U-124,
201922,N,MINOCYCLINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,XIMINO,JOURNEY,EQ 45MG BASE,5,8268804,2025-06-24,,,U-124,
202020,N,PREDNISONE,TABLET,DELAYED RELEASE,ORAL,RAYOS,HORIZON,1MG,3,8168218,2028-01-07,,Y,U-1269,2012-08-22
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8399446,2030-02-09,,,U-1287,2013-04-17
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8431560,2030-02-09,,,U-1287,
202100,N,METHYLPHENIDATE HYDROCHLORIDE,FOR SUSPENSION,EXTENDED RELEASE,ORAL,QUILLIVANT XR,NEXTWAVE,5MG/ML,1,8465765,2031-02-15,,Y,U-1415,2013-06-10
202258,N,BOCEPREVIR,,,ORAL,VICTRELIS,MERCK SHARP DOHME,200MG,1,7772178,2027-11-11,,Y,U-1128,2011-06-10
22430,N,TRANEXAMIC ACID,,,ORAL,LYSTEDA,AMRING PHARMS,650MG,1,8487005,2025-03-04,,Y,U-1182,2013-07-16
201444,N,SODIUM NITRITE; SODIUM THIOSULFATE,SOLUTION,SOLUTION,"INTRAVENOUS, INTRAVENOUS",NITHIODOTE,HOPE PHARMS,"300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",1,8496973,2031-03-29,Y,Y,U-1419,2013-08-02
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,EQ 20MG BASE,1,8481598,2031-03-02,,,U-839,2013-08-15
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,EQ 20MG BASE,2,RE43879,2026-01-11,,,U-839,2013-08-15
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,EQ 20MG BASE,2,8481598,2031-03-02,,,U-839,2013-08-15
204168,N,LEVOMILNACIPRAN HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,FETZIMA,ABBVIE,EQ 20MG BASE,3,8481598,2031-03-02,,,U-839,2013-08-15
22184,N,BIMATOPROST,,,OPHTHALMIC,LUMIGAN,ABBVIE,0.0001,1,8586630,2025-03-16,,,U-1458,
203858,N,LOMITAPIDE MESYLATE,,,ORAL,JUXTAPID,CHIESI,EQ 5MG BASE,1,8618135,2025-03-07,,,U-1316,2014-01-22
203858,N,LOMITAPIDE MESYLATE,,,ORAL,JUXTAPID,CHIESI,EQ 5MG BASE,2,8618135,2025-03-07,,,U-1316,2014-01-22
22399,N,GABAPENTIN ENACARBIL,TABLET,EXTENDED RELEASE,ORAL,HORIZANT,AZURITY,300MG,2,8686034,2025-01-24,,,U-1231,2014-04-28
205382,N,UMECLIDINIUM BROMIDE,,,INHALATION,INCRUSE ELLIPTA,GLAXO GRP ENGLAND,EQ 0.0625MG BASE/INH,1,8183257,2025-07-27,,,U-1476,2014-05-21
202100,N,METHYLPHENIDATE HYDROCHLORIDE,FOR SUSPENSION,EXTENDED RELEASE,ORAL,QUILLIVANT XR,NEXTWAVE,5MG/ML,1,8778390,2031-02-15,,Y,U-1543,2014-08-04
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,4,8685443,2025-07-03,,,U-1508,
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,5,8685443,2025-07-03,,,U-1508,
22399,N,GABAPENTIN ENACARBIL,TABLET,EXTENDED RELEASE,ORAL,HORIZANT,AZURITY,300MG,2,8686034,2025-01-24,,,U-1247,2014-04-28
22421,N,PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,MIRAPEX ER,BOEHRINGER INGELHEIM,0.375MG,3,8679533,2029-09-08,,Y,U-219,2014-03-25
206256,N,BELINOSTAT,,,INTRAVENOUS,BELEODAQ,ACROTECH BIOPHARMA,500MG/VIAL,1,6888027,2026-08-10,Y,Y,U-1544,2014-08-01
22421,N,PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,MIRAPEX ER,BOEHRINGER INGELHEIM,0.375MG,4,8679533,2029-09-08,,Y,U-219,2014-03-25
22430,N,TRANEXAMIC ACID,,,ORAL,LYSTEDA,AMRING PHARMS,650MG,1,8791160,2025-03-04,,Y,U-1182,2014-08-25
22399,N,GABAPENTIN ENACARBIL,TABLET,EXTENDED RELEASE,ORAL,HORIZANT,AZURITY,300MG,1,8795725,2029-06-10,,Y,U-1231,2014-08-27
22399,N,GABAPENTIN ENACARBIL,TABLET,EXTENDED RELEASE,ORAL,HORIZANT,AZURITY,300MG,2,8795725,2029-06-10,,Y,U-1231,2014-08-27
20845,N,NITRIC OXIDE,,,INHALATION,INOMAX,MALLINCKRODT HOSP,100PPM,2,8776795,2031-01-06,,Y,U-1226,2014-07-23
204569,N,SUVOREXANT,,,ORAL,BELSOMRA,MERCK SHARP DOHME,5MG,3,7951797,2029-11-20,Y,Y,U-620,2014-09-10
202278,N,SUMATRIPTAN SUCCINATE,,,IONTOPHORESIS,ZECUITY,TEVA BRANDED PHARM,EQ 6.5MG BASE/4HR,1,7973058,2027-04-12,,,U-1328,2013-02-15
202278,N,SUMATRIPTAN SUCCINATE,,,IONTOPHORESIS,ZECUITY,TEVA BRANDED PHARM,EQ 6.5MG BASE/4HR,1,8155737,2027-04-12,,,U-1328,2013-02-15
202278,N,SUMATRIPTAN SUCCINATE,,,IONTOPHORESIS,ZECUITY,TEVA BRANDED PHARM,EQ 6.5MG BASE/4HR,1,8366600,2029-04-21,,,U-1327,2013-02-15
202278,N,SUMATRIPTAN SUCCINATE,,,IONTOPHORESIS,ZECUITY,TEVA BRANDED PHARM,EQ 6.5MG BASE/4HR,1,8470853,2027-04-12,,,U-1328,2013-07-11
202331,N,AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE,,,ORAL,EDARBYCLOR,AZURITY,EQ 40MG MEDOXOMIL;12.5MG,1,7572920,2025-01-07,,Y,U-3,2012-01-17
202331,N,AZILSARTAN KAMEDOXOMIL; CHLORTHALIDONE,,,ORAL,EDARBYCLOR,AZURITY,EQ 40MG MEDOXOMIL;12.5MG,2,7572920,2025-01-07,,Y,U-3,
202343,N,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,,,ORAL,JUVISYNC,MERCK SHARP DOHME,10MG;EQ,1,7326708,2026-04-11,Y,Y,U-1188,2011-11-04
202343,N,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,,,ORAL,JUVISYNC,MERCK SHARP DOHME,10MG;EQ,2,7326708,2026-04-11,Y,Y,U-1188,
202343,N,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,,,ORAL,JUVISYNC,MERCK SHARP DOHME,10MG;EQ,3,7326708,2026-04-11,Y,Y,U-1188,
202343,N,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,,,ORAL,JUVISYNC,MERCK SHARP DOHME,10MG;EQ,4,7326708,2026-04-11,Y,Y,U-1188,
202343,N,SIMVASTATIN; SITAGLIPTIN PHOSPHATE,,,ORAL,JUVISYNC,MERCK SHARP DOHME,10MG;EQ,5,7326708,2026-04-11,Y,Y,U-1188,
202714,N,CARFILZOMIB,,,INTRAVENOUS,KYPROLIS,ONYX PHARMS AMGEN,10MG/VIAL,1,7491704,2025-04-14,,,U-1260,2012-08-09
202799,N,PEGINESATIDE ACETATE,,,"INTRAVENOUS, SUBCUTANEOUS",OMONTYS,TAKEDA PHARMS USA,EQ 10MG BASE/ML (EQ 10MG BASE/ML),2,7550433,2026-06-02,,,U-1238,
202799,N,PEGINESATIDE ACETATE,,,"INTRAVENOUS, SUBCUTANEOUS",OMONTYS,TAKEDA PHARMS USA,EQ 10MG BASE/ML (EQ 10MG BASE/ML),2,7919461,2026-06-02,,,U-1238,
202799,N,PEGINESATIDE ACETATE,,,"INTRAVENOUS, SUBCUTANEOUS",OMONTYS,TAKEDA PHARMS USA,EQ 10MG BASE/ML (EQ 10MG BASE/ML),4,7919461,2026-06-02,,,U-1238,
202799,N,PEGINESATIDE ACETATE,,,"INTRAVENOUS, SUBCUTANEOUS",OMONTYS,TAKEDA PHARMS USA,EQ 10MG BASE/ML (EQ 10MG BASE/ML),5,7919461,2026-06-02,,,U-1238,
202799,N,PEGINESATIDE ACETATE,,,"INTRAVENOUS, SUBCUTANEOUS",OMONTYS,TAKEDA PHARMS USA,EQ 10MG BASE/ML (EQ 10MG BASE/ML),7,7550433,2026-06-02,,,U-1238,
202799,N,PEGINESATIDE ACETATE,,,"INTRAVENOUS, SUBCUTANEOUS",OMONTYS,TAKEDA PHARMS USA,EQ 10MG BASE/ML (EQ 10MG BASE/ML),8,7550433,2026-06-02,,,U-1238,
203100,N,COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,,,ORAL,STRIBILD,GILEAD SCIENCES INC,150MG;150MG;200MG;300MG,1,7635704,2026-10-26,Y,Y,U-257,
203414,N,ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE,,,ORAL,KAZANO,TAKEDA PHARMS USA,EQ 12.5MG BASE;1GM,1,7807689,2028-06-27,Y,Y,U-1337,
203414,N,ALOGLIPTIN BENZOATE; METFORMIN HYDROCHLORIDE,,,ORAL,KAZANO,TAKEDA PHARMS USA,EQ 12.5MG BASE;1GM,2,7807689,2028-06-27,Y,Y,U-1337,
203858,N,LOMITAPIDE MESYLATE,,,ORAL,JUXTAPID,CHIESI,EQ 5MG BASE,2,7932268,2027-08-19,,,U-1316,
204061,N,ETHINYL ESTRADIOL; LEVONORGESTREL,,,ORAL,QUARTETTE,TEVA BRANDED PHARM,"0.02MG,0.15MG;0.025MG,0.15MG;0.03MG,0.15MG;0.01MG,N/A",1,8450299,2025-10-07,,,U-1,2013-06-11
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8501225,2030-04-29,,,U-1287,
202317,N,MECHLORETHAMINE HYDROCHLORIDE,,,TOPICAL,VALCHLOR,HELSINN,EQ 0.016% BASE,1,7872050,2029-07-08,,,U-1427,2013-09-13
22519,N,FAMOTIDINE; IBUPROFEN,,,ORAL,DUEXIS,HORIZON,26.6MG;800MG,1,8501228,2026-07-18,,,U-1196,2013-08-06
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8524698,2030-02-09,,,U-1287,2013-09-11
204708,N,BRIMONIDINE TARTRATE,,,TOPICAL,MIRVASO,GALDERMA LABS LP,EQ 0.33% BASE,1,8053427,2031-06-13,,Y,U-1428,2013-09-13
204708,N,BRIMONIDINE TARTRATE,,,TOPICAL,MIRVASO,GALDERMA LABS LP,EQ 0.33% BASE,1,8513247,2031-03-25,,Y,U-1428,2013-09-13
204708,N,BRIMONIDINE TARTRATE,,,TOPICAL,MIRVASO,GALDERMA LABS LP,EQ 0.33% BASE,1,8426410,2025-05-24,,,U-1428,2013-09-13
204708,N,BRIMONIDINE TARTRATE,,,TOPICAL,MIRVASO,GALDERMA LABS LP,EQ 0.33% BASE,1,8513249,2031-03-25,,Y,U-1428,2013-09-13
22184,N,BIMATOPROST,,,OPHTHALMIC,LUMIGAN,ABBVIE,0.0001,1,8524777,2025-03-16,,,U-1235,2013-10-02
20866,N,BROMOCRIPTINE MESYLATE,,,ORAL,CYCLOSET,VEROSCIENCE,EQ 0.8MG BASE,1,8431155,2032-04-30,,Y,U-976,2013-05-02
207932,N,BUPRENORPHINE HYDROCHLORIDE,,,BUCCAL,BELBUCA,BDSI,EQ 0.075MG BASE,2,9901539,2032-12-21,,,U-1556,2018-03-28
207932,N,BUPRENORPHINE HYDROCHLORIDE,,,BUCCAL,BELBUCA,BDSI,EQ 0.075MG BASE,3,9901539,2032-12-21,,,U-1556,2018-03-28
202833,N,INGENOL MEBUTATE,,,TOPICAL,PICATO,LEO LABS,0.0002,2,8536163,2026-12-18,,,U-1440,2013-10-15
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),3,8480631,2030-03-19,,Y,U-1442,
204410,N,MACITENTAN,,,ORAL,OPSUMIT,ACTELION,10MG,1,8268847,2029-04-18,,,U-1446,2013-11-06
21695,N,FENOFIBRATE,,,ORAL,ANTARA (MICRONIZED),LUPIN,30MG,4,8026281,2025-04-22,,,U-1448,
204824,N,METHOTREXATE,,,SUBCUTANEOUS,OTREXUP,OTTER PHARMS,7.5MG/0.4ML (7.5MG/0.4ML),4,8579865,2030-03-19,,Y,U-1442,2013-11-21
208745,N,PLECANATIDE,,,ORAL,TRULANCE,SALIX,3MG,1,9919024,2031-09-15,,,U-2230,2018-04-10
205123,N,SIMEPREVIR SODIUM,,,ORAL,OLYSIO,JANSSEN PRODS,EQ 150MG BASE,1,8349869,2026-07-28,Y,Y,U-1467,
22581,N,CALCIUM ACETATE,,,ORAL,PHOSLYRA,FRESENIUS MEDCL,667MG/5ML,1,8592480,2027-07-20,,,U-1469,
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,1,8653137,2028-09-05,,,U-1437,2014-02-18
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,4,8653137,2028-09-05,,,U-1437,2014-02-18
22450,N,ACETAMINOPHEN,,,INTRAVENOUS,OFIRMEV,MALLINCKRODT HOSP,1GM/100ML,1,9399012,2031-09-11,,,U-2262,2016-08-08
201635,N,TOPIRAMATE,CAPSULE,EXTENDED RELEASE,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,2,9622983,2027-11-16,,Y,U-1992,2017-04-20
201635,N,TOPIRAMATE,CAPSULE,EXTENDED RELEASE,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,3,9622983,2027-11-16,,Y,U-1992,2017-04-20
202057,N,ICOSAPENT ETHYL,,,ORAL,VASCEPA,AMARIN PHARMS,1GM,1,8546372,2030-02-09,,,U-1287,2013-10-01
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,1,8658694,2028-09-05,,,U-1437,2014-02-25
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,4,8658694,2028-09-05,,,U-1437,2014-02-25
201635,N,TOPIRAMATE,CAPSULE,EXTENDED RELEASE,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,3,9622983,2027-11-16,,Y,U-1675,2017-04-20
201635,N,TOPIRAMATE,CAPSULE,EXTENDED RELEASE,ORAL,TROKENDI XR,SUPERNUS PHARMS,25MG,4,9622983,2027-11-16,,Y,U-1992,2017-04-20
21445,N,EZETIMIBE,,,ORAL,ZETIA,ORGANON,10MG,1,7612058,2025-10-30,,,U-1173,
205410,N,PROPRANOLOL HYDROCHLORIDE,,,ORAL,HEMANGEOL,PIERRE FABRE,4.28MG/ML,1,8338489,2028-10-16,,,U-1496,2014-03-28
204031,N,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XARTEMIS XR,MALLINCKRODT INC,325MG;7.5MG,1,8668929,2029-03-11,,,U-1499,2014-04-03
204031,N,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,XARTEMIS XR,MALLINCKRODT INC,325MG;7.5MG,1,8377453,2029-11-19,,Y,U-1499,2014-04-03
50808,N,MINOCYCLINE HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SOLODYN,BAUSCH,EQ,7,8722650,2025-06-24,,,U-1078,
22266,N,FENTANYL CITRATE,,,BUCCAL,ONSOLIS,ADALVO,EQ 0.2MG BASE,2,9597288,2027-07-23,,Y,U-767,2017-04-03
50808,N,MINOCYCLINE HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SOLODYN,BAUSCH,EQ,8,8722650,2025-06-24,,,U-1078,
202833,N,INGENOL MEBUTATE,,,TOPICAL,PICATO,LEO LABS,0.0002,2,8716271,2026-12-18,,,U-1440,2014-05-28
204485,N,VASOPRESSIN,,,INTRAVENOUS,VASOSTRICT,ENDO OPERATIONS,20UNITS/ML (20UNITS/ML),2,9375478,2035-01-30,,,U-1857,2016-06-28
22266,N,FENTANYL CITRATE,,,BUCCAL,ONSOLIS,ADALVO,EQ 0.2MG BASE,3,9597288,2027-07-23,,Y,U-767,2017-04-03
22266,N,FENTANYL CITRATE,,,BUCCAL,ONSOLIS,ADALVO,EQ 0.2MG BASE,4,9597288,2027-07-23,,Y,U-767,2017-04-03
202833,N,INGENOL MEBUTATE,,,TOPICAL,PICATO,LEO LABS,0.0002,1,8716271,2026-12-18,,,U-1440,2014-05-28
50808,N,MINOCYCLINE HYDROCHLORIDE,TABLET,EXTENDED RELEASE,ORAL,SOLODYN,BAUSCH,EQ,6,8722650,2025-06-24,,,U-1078,
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,1,8486973,2030-04-27,,,U-55,2013-07-30
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,3,8486973,2030-04-27,,,U-55,2013-07-30
205060,N,OMEGA-3-CARBOXYLIC ACIDS,,,ORAL,EPANOVA,ASTRAZENECA,1GM CONTAINS AT LEAST 850MG OF POLYUNSATURATED FATTY ACIDS,1,8383678,2025-02-07,,Y,U-1511,2014-06-03
204623,N,DICLOFENAC SODIUM,,,TOPICAL,PENNSAID,HORIZON,0.02,1,8741956,2029-07-10,,,U-1435,2014-06-05
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,5,8486973,2030-04-27,,,U-55,2013-07-30
204141,N,DESOXIMETASONE,,,TOPICAL,TOPICORT,TARO,0.0025,1,8715624,2026-05-26,,Y,U-1408,2014-06-13
202788,N,FENTANYL,,,SUBLINGUAL,SUBSYS,BTCP PHARMA,0.1MG,6,8486973,2030-04-27,,,U-55,2013-07-30
204141,N,DESOXIMETASONE,,,TOPICAL,TOPICORT,TARO,0.0025,1,8277780,2028-09-01,,Y,U-1408,2013-06-26
203567,N,EFINACONAZOLE,,,TOPICAL,JUBLIA,BAUSCH,0.1,1,7214506,2026-02-22,,,U-281,2014-06-20
22525,N,MEMANTINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,NAMENDA XR,ABBVIE,7MG,3,8039009,2029-03-24,,,U-539,
22525,N,MEMANTINE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,NAMENDA XR,ABBVIE,7MG,4,8039009,2029-03-24,,,U-539,
205637,N,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,,,BUCCAL,BUNAVAIL,BDSI,EQ 2.1MG BASE;EQ 0.3MG BASE,2,8147866,2027-07-23,,Y,U-1521,2014-06-20
21272,N,TREPROSTINIL,,,"INTRAVENOUS, SUBCUTANEOUS",REMODULIN,UNITED THERAP,0.1MG/ML,3,7999007,2029-03-29,,Y,U-1437,
209115,N,RUCAPARIB CAMSYLATE,,,ORAL,RUBRACA,PHARMAAND,EQ 200MG BASE,1,8859562,2031-08-04,,,U-2012,2016-12-21
209115,N,RUCAPARIB CAMSYLATE,,,ORAL,RUBRACA,PHARMAAND,EQ 200MG BASE,1,8143241,2027-08-12,,,U-2012,2016-12-21
204623,N,DICLOFENAC SODIUM,,,TOPICAL,PENNSAID,HORIZON,0.02,1,8546450,2030-08-09,,,U-1435,2014-02-25
204623,N,DICLOFENAC SODIUM,,,TOPICAL,PENNSAID,HORIZON,0.02,1,8618164,2029-07-10,,,U-1477,2014-02-25
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,4,7682633,2027-06-19,,,U-1510,
205123,N,SIMEPREVIR SODIUM,,,ORAL,OLYSIO,JANSSEN PRODS,EQ 150MG BASE,1,8754106,2026-07-28,Y,,U-1467,2014-07-01
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,1,8158156,2027-06-19,,,U-1510,2012-05-10
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,2,7682633,2027-06-19,,,U-1510,
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,3,8158156,2027-06-19,,,U-1510,
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,5,7682633,2027-06-19,,,U-1510,
22321,N,MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE,CAPSULE,EXTENDED RELEASE,ORAL,EMBEDA,ALPHARMA PHARMS,20MG;0.8MG,6,8158156,2027-06-19,,,U-1510,
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,7910610,2030-01-08,,,U-2048,2018-03-08
202293,N,DAPAGLIFLOZIN,,,ORAL,FARXIGA,ASTRAZENECA AB,5MG,1,8685934,2030-05-26,,,U-1522,2014-06-25
205123,N,SIMEPREVIR SODIUM,,,ORAL,OLYSIO,JANSSEN PRODS,EQ 150MG BASE,1,8741926,2026-07-28,Y,,U-1467,2014-07-01
205435,N,TEDIZOLID PHOSPHATE,,,ORAL,SIVEXTRO,CUBIST PHARMS LLC,200MG,1,8426389,2030-12-31,Y,Y,U-282,2014-07-03
205436,N,TEDIZOLID PHOSPHATE,,,INTRAVENOUS,SIVEXTRO,CUBIST PHARMS LLC,200MG/VIAL,1,8426389,2030-12-31,Y,Y,U-282,2014-07-03
21361,N,RIFAXIMIN,,,ORAL,XIFAXAN,SALIX PHARMS,200MG,1,8741904,2026-02-27,Y,,U-1526,2014-07-11
21729,N,ARIPIPRAZOLE,TABLET,ORALLY DISINTEGRATING,ORAL,ABILIFY,OTSUKA,10MG,3,8759350,2027-03-02,,,U-1529,2014-07-22
204399,N,TESTOSTERONE,GEL,METERED,TRANSDERMAL,VOGELXO,UPSHER SMITH LABS,12.5MG/1.25GM ACTUATION,2,8785426,2034-02-11,,Y,U-1531,2014-07-22
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8778947,2033-08-30,,,U-2044,2018-03-08
21436,N,ARIPIPRAZOLE,,,ORAL,ABILIFY,OTSUKA,2MG,1,8759350,2027-03-02,,,U-1529,2014-07-22
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8420674,2027-12-18,,,U-2079,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,7635707,2029-04-22,,,U-2083,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,7635707,2029-04-22,,,U-2072,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,7635707,2029-04-22,,,U-2073,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8609701,2029-04-22,,,U-2069,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8609701,2029-04-22,,,U-2064,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8609701,2029-04-22,,,U-2067,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8609701,2029-04-22,,,U-2065,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8084475,2030-01-08,,,U-2268,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8318780,2030-01-08,,,U-2046,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8754109,2030-01-08,,,U-2053,2018-03-08
208780,N,PIRFENIDONE,,,ORAL,ESBRIET,GENENTECH INC,267MG,2,8592462,2029-04-22,,,U-2060,2018-03-08
203108,N,OLODATEROL HYDROCHLORIDE,SPRAY,METERED,INHALATION,STRIVERDI RESPIMAT,BOEHRINGER INGELHEIM,EQ 0.0025MG BASE/INH,1,8034809,2025-05-12,,,U-1547,2014-08-15
203108,N,OLODATEROL HYDROCHLORIDE,SPRAY,METERED,INHALATION,STRIVERDI RESPIMAT,BOEHRINGER INGELHEIM,EQ 0.0025MG BASE/INH,1,7220742,2025-05-12,Y,Y,U-1547,2014-08-15
205776,N,METHOTREXATE,,,SUBCUTANEOUS,RASUVO,MEDEXUS,7.5MG/0.15ML (7.5MG/0.15ML),4,8664231,2029-06-01,,,U-1442,2014-07-31
205776,N,METHOTREXATE,,,SUBCUTANEOUS,RASUVO,MEDEXUS,7.5MG/0.15ML (7.5MG/0.15ML),5,8664231,2029-06-01,,,U-1442,2014-07-31
205776,N,METHOTREXATE,,,SUBCUTANEOUS,RASUVO,MEDEXUS,7.5MG/0.15ML (7.5MG/0.15ML),8,8664231,2029-06-01,,,U-1442,2014-07-31
